Kevin,32180,120,7
EEE,30807,90,10
Hi,22813,60,7
777,22805,60,7
no name,21799,60,7
Die,21300,60,7
Eason,20729,60,7
777,19696,60,7
Eason,18297,60,7
777,7663,60,7
Heidi,6819,60,7
Kevin,6666,60,7
Tester,6088,60,7
Tester,6088,60,7
Tester,6088,60,7
Tester,6088,60,7
Tester,6088,60,7
Wendy,5956,60,7
Eve,5743,60,7
Victor,4949,60,7
Judy,4701,60,7
Olivia,4296,60,7
77,2614,60,7
